Company_ID,Industry,Company_Size,Annual_Revenue (M₺),Marketing_Spend (K₺),Campaign_Type,Leads_Generated,Conversion_Rate (%),Region,District,Last_Product_1,Last_Product_2,Frequency_of_Purchase,Days_Since_Last_Purchase,Contract_Status,Total_Purchases_Last_Year,Payment_Behavior,Preferred_Channel,Sales_Rep
C0155,Data centres,Small,6.7,19,SEM,12,0.9,Istanbul,Kartal,"Server racks, enclosures",Energy storage systems,Yearly,293,Active,2,On-time,Sales Rep,G**** R*******
C0156,Buildings,Small,8.2,28,Trade Show,8,1.1,Antalya,Konyaalti,Conduit & cable management,Wiring devices & connectivity,Monthly,13,Expired,13,On-time,Sales Rep,A**** Y*******
C0157,Aerospace,Medium,44.7,40,Content Marketing,3,1.1,Bursa,Osmangazi,Electrical circuit protection,Engine solutions,Yearly,171,Active,2,On-time,Online,B**** K*******
C0158,Buildings,Small,6.7,6,Email,11,0.5,Eskisehir,Odunpazari,Conduit & cable management,Wiring devices & connectivity,Monthly,10,Active,8,Occasional delay,Sales Rep,E**** T*******
C0159,Vehicles,Small,4.2,12,Content Marketing,3,0.7,Istanbul,Beylikduzu,Transmissions,Vehicle controls & automation,Quarterly,76,Active,4,On-time,Email,A**** Y*******
C0160,"Mining, metals & minerals",Small,8.9,10,Content Marketing,10,1.1,Konya,Selcuklu,Valves,Process safety & automation,Quarterly,78,Expired,6,On-time,Dealer,G**** R*******
C0161,Buildings,Small,7.9,5,Trade Show,5,0.7,Konya,Meram,Lighting & controls,Wiring devices & connectivity,Quarterly,81,Pending,3,Occasional delay,Sales Rep,A**** Y*******
C0162,Buildings,Medium,49.0,35,Email,5,1.0,Antalya,Konyaalti,Lighting & controls,Conduit & cable management,Monthly,29,Active,8,On-time,Sales Rep,E**** T*******
C0163,Healthcare,Medium,43.5,43,SEM,7,1.5,Adana,Ceyhan,Life support systems,Safety & emergency comms,Quarterly,95,Active,4,On-time,Sales Rep,D**** S*******
C0164,Oil & gas,Small,8.7,19,Email,3,1.1,Antalya,Kepez,Fuel systems & emissions,Medium-voltage power systems,Quarterly,91,Active,3,Occasional delay,Sales Rep,A**** Y*******
C0165,Utilities,Small,5.9,27,Email,8,0.7,Kocaeli,Korfez,Utility & grid solutions,Low-voltage power systems,Monthly,7,Active,12,On-time,Dealer,G**** R*******
C0166,Space,Small,9.9,11,SEM,7,1.3,Konya,Selcuklu,Actuators & motion control,Medium-voltage power systems,Monthly,16,Active,14,On-time,Online,E**** T*******
C0167,Healthcare,Small,9.2,9,Content Marketing,7,0.7,Konya,Meram,Electronic components,Life support systems,Monthly,21,Active,9,On-time,Sales Rep,F**** O*******
C0168,Machine building,Small,3.2,18,Webinar,7,0.2,Ankara,Etimesgut,Hydraulic motors & generators,Actuators & motion control,Quarterly,72,Active,5,On-time,Sales Rep,D**** S*******
C0169,Vehicles,Medium,49.2,41,Webinar,10,0.8,Kayseri,Melikgazi,Vehicle controls & automation,Transmissions,Quarterly,78,Active,5,On-time,Email,D**** S*******
C0170,Utilities,Small,7.3,15,Trade Show,11,0.9,Adana,Seyhan,Medium-voltage power systems,Utility & grid solutions,Quarterly,89,Active,3,Occasional delay,Email,B**** K*******
C0171,Machine building,Small,8.5,25,SEM,6,0.6,Ankara,Yenimahalle,Actuators & motion control,Hydraulic motors & generators,Quarterly,86,Active,4,On-time,Dealer,E**** T*******
C0172,Food & beverage,Small,4.6,28,Trade Show,8,0.4,Istanbul,Umraniye,Valves,Pumps,Monthly,25,Expired,13,Late,Dealer,F**** O*******
C0173,Food & beverage,Small,6.2,15,LinkedIn Ads,5,0.8,Kayseri,Melikgazi,Valves,Pumps,Monthly,30,Active,8,Occasional delay,Sales Rep,E**** T*******
C0174,Utilities,Small,4.8,13,LinkedIn Ads,9,0.5,Antalya,Muratpasa,Medium-voltage power systems,Low-voltage power systems,Yearly,172,Pending,2,On-time,Sales Rep,H**** N*******
C0175,Data centres,Small,1.3,21,SEM,6,0.5,Kayseri,Kocasinan,Energy storage systems,Low-voltage power systems,Monthly,8,Pending,9,On-time,Online,B**** K*******
C0176,"Mining, metals & minerals",Small,3.6,28,Email,10,0.8,Konya,Meram,"Hose, tubing, fittings",Valves,Quarterly,69,Active,6,On-time,Sales Rep,C**** D*******
C0177,Food & beverage,Large,91.4,46,LinkedIn Ads,3,0.5,Konya,Meram,Valves,Pumps,Monthly,19,Active,13,On-time,Online,F**** O*******
C0178,Aerospace,Small,4.7,24,Webinar,10,0.5,Istanbul,Umraniye,Electrical circuit protection,Actuators & motion control,Quarterly,81,Active,3,Late,Dealer,C**** D*******
C0179,Machine building,Medium,38.3,44,LinkedIn Ads,9,0.7,Eskisehir,Tepebasi,Clutches and brakes,Actuators & motion control,Yearly,206,Active,1,On-time,Sales Rep,F**** O*******
C0180,Food & beverage,Small,2.1,24,Email,2,0.9,Izmir,Cigli,Valves,Filtration solutions,Monthly,8,Active,9,Occasional delay,Sales Rep,F**** O*******
C0181,Buildings,Small,3.1,23,Email,9,0.8,Kayseri,Kocasinan,Lighting & controls,Wiring devices & connectivity,Yearly,162,Pending,2,On-time,Sales Rep,C**** D*******
C0182,Residential,Small,3.8,12,Trade Show,9,0.6,Zonguldak,Eregli,Electronic components,Wiring devices & connectivity,Quarterly,62,Pending,4,Late,Sales Rep,H**** N*******
C0183,Vehicles,Small,3.8,14,Email,6,0.6,Izmir,Cigli,Vehicle controls & automation,Transmissions,Monthly,6,Active,13,Late,Dealer,F**** O*******
C0184,"Mining, metals & minerals",Small,4.8,24,LinkedIn Ads,11,0.2,Konya,Selcuklu,Process safety & automation,Valves,Monthly,14,Active,8,On-time,Email,A**** Y*******
C0185,Space,Small,2.8,18,LinkedIn Ads,10,1.1,Adana,Seyhan,Actuators & motion control,Medium-voltage power systems,Quarterly,85,Active,5,On-time,Email,D**** S*******
C0186,Machine building,Small,5.1,7,Webinar,4,1.3,Kocaeli,Korfez,Actuators & motion control,Clutches and brakes,Quarterly,68,Active,3,On-time,Dealer,C**** D*******
C0187,Food & beverage,Large,74.8,43,Trade Show,12,1.0,Konya,Selcuklu,Pumps,Valves,Quarterly,63,Active,5,On-time,Email,D**** S*******
C0188,Space,Medium,18.6,30,LinkedIn Ads,4,1.3,Bursa,Yildirim,Energy storage systems,Medium-voltage power systems,Monthly,29,Pending,11,Occasional delay,Dealer,C**** D*******
C0189,Oil & gas,Small,5.9,22,Email,6,0.9,Istanbul,Sariyer,Medium-voltage power systems,Fuel systems & emissions,Monthly,15,Expired,15,On-time,Sales Rep,F**** O*******
C0190,Utilities,Small,4.3,13,Content Marketing,9,1.0,Izmir,Cigli,Medium-voltage power systems,Utility & grid solutions,Quarterly,86,Active,4,Occasional delay,Sales Rep,E**** T*******
C0191,Residential,Small,8.8,28,SEM,6,1.1,Kayseri,Kocasinan,Wiring devices & connectivity,Conduit & cable management,Yearly,317,Active,2,On-time,Online,B**** K*******
C0192,Machine building,Medium,34.0,33,SEM,7,0.7,Adana,Seyhan,Actuators & motion control,Clutches and brakes,Monthly,5,Pending,14,On-time,Sales Rep,F**** O*******
C0193,Healthcare,Medium,47.7,37,SEM,4,0.8,Eskisehir,Tepebasi,Electronic components,Life support systems,Monthly,30,Pending,11,Occasional delay,Sales Rep,G**** R*******
C0194,Space,Small,3.4,11,Webinar,4,1.1,Izmir,Konak,Energy storage systems,Medium-voltage power systems,Monthly,26,Active,12,Occasional delay,Online,C**** D*******
C0195,Machine building,Small,5.1,15,Trade Show,2,1.0,Antalya,Kepez,Actuators & motion control,Clutches and brakes,Yearly,243,Active,2,On-time,Sales Rep,H**** N*******
C0196,Space,Small,1.9,11,Webinar,8,0.9,Zonguldak,Kozlu,Actuators & motion control,Energy storage systems,Monthly,23,Active,13,Late,Dealer,E**** T*******
C0197,Aerospace,Small,5.9,22,LinkedIn Ads,3,1.2,Ankara,Cankaya,Actuators & motion control,Engine solutions,Quarterly,72,Active,6,On-time,Sales Rep,H**** N*******
C0198,"Mining, metals & minerals",Small,7.9,22,Email,2,0.7,Istanbul,Umraniye,Process safety & automation,Valves,Monthly,7,Pending,14,On-time,Online,H**** N*******
C0199,Vehicles,Small,7.8,17,Content Marketing,4,0.9,Izmir,Konak,Engine solutions,Transmissions,Yearly,322,Active,1,On-time,Sales Rep,H**** N*******
C0200,Buildings,Small,8.9,15,Content Marketing,5,0.2,Konya,Selcuklu,Conduit & cable management,Lighting & controls,Monthly,6,Pending,12,On-time,Email,C**** D*******
C0201,Data centres,Small,4.2,14,SEM,5,0.8,Kayseri,Kocasinan,Low-voltage power systems,Energy storage systems,Monthly,21,Active,8,Occasional delay,Online,G**** R*******
C0202,Oil & gas,Small,5.9,18,Content Marketing,2,0.7,Izmir,Bornova,Medium-voltage power systems,Process safety & automation,Monthly,16,Active,12,On-time,Sales Rep,F**** O*******
C0203,Aerospace,Small,6.4,16,Trade Show,7,0.5,Kayseri,Kocasinan,Engine solutions,Actuators & motion control,Monthly,12,Active,10,On-time,Online,F**** O*******
C0204,Utilities,Small,1.7,22,LinkedIn Ads,2,1.2,Kocaeli,Gebze,Medium-voltage power systems,Low-voltage power systems,Monthly,10,Active,10,On-time,Sales Rep,D**** S*******
C0205,Utilities,Small,3.4,22,Webinar,9,0.9,Sakarya,Arifiye,Low-voltage power systems,Utility & grid solutions,Quarterly,60,Active,3,On-time,Online,C**** D*******
C0206,Vehicles,Small,7.0,13,Trade Show,8,0.6,Adana,Ceyhan,Transmissions,Vehicle controls & automation,Yearly,151,Active,2,On-time,Sales Rep,H**** N*******
C0207,Vehicles,Small,7.7,25,SEM,2,0.7,Sakarya,Serdivan,Vehicle controls & automation,Transmissions,Monthly,26,Active,13,Late,Online,D**** S*******
C0208,Utilities,Small,9.4,15,Content Marketing,4,1.2,Kayseri,Kocasinan,Utility & grid solutions,Low-voltage power systems,Quarterly,84,Active,6,Occasional delay,Sales Rep,B**** K*******
C0209,Healthcare,Small,5.2,16,LinkedIn Ads,5,0.8,Kayseri,Melikgazi,Life support systems,Safety & emergency comms,Quarterly,77,Expired,6,On-time,Dealer,A**** Y*******
C0210,Residential,Small,3.5,9,Content Marketing,7,1.1,Kocaeli,Izmit,Electronic components,Conduit & cable management,Quarterly,88,Active,4,On-time,Online,G**** R*******
C0211,Vehicles,Small,7.2,28,Trade Show,3,0.2,Bursa,Nilufer,Transmissions,Engine solutions,Quarterly,67,Active,6,On-time,Sales Rep,H**** N*******
C0212,Aerospace,Small,8.9,27,Trade Show,12,1.0,Adana,Seyhan,Actuators & motion control,Engine solutions,Monthly,27,Pending,15,On-time,Sales Rep,E**** T*******
C0213,"Mining, metals & minerals",Small,9.5,24,Trade Show,8,1.4,Eskisehir,Odunpazari,"Hose, tubing, fittings",Process safety & automation,Monthly,18,Pending,10,On-time,Sales Rep,C**** D*******
C0214,Oil & gas,Small,2.5,9,Content Marketing,9,0.4,Zonguldak,Eregli,Process safety & automation,Medium-voltage power systems,Monthly,12,Active,12,On-time,Sales Rep,A**** Y*******
C0215,Food & beverage,Small,8.3,9,Webinar,3,1.0,Antalya,Kepez,Pumps,Valves,Yearly,277,Active,2,On-time,Sales Rep,G**** R*******
C0216,"Mining, metals & minerals",Large,115.4,34,Webinar,10,1.1,Ankara,Yenimahalle,Process safety & automation,Valves,Occasionally,285,Active,2,On-time,Dealer,H**** N*******
C0217,Food & beverage,Small,5.7,17,Webinar,4,0.5,Ankara,Mamak,Pumps,Valves,Monthly,8,Pending,10,On-time,Sales Rep,A**** Y*******
C0218,Machine building,Small,6.2,17,Email,12,0.9,Kocaeli,Korfez,Clutches and brakes,Actuators & motion control,Quarterly,87,Active,3,On-time,Sales Rep,B**** K*******
C0219,Machine building,Large,140.0,45,SEM,12,1.2,Antalya,Kepez,Clutches and brakes,Actuators & motion control,Occasionally,306,Active,0,On-time,Dealer,G**** R*******
C0220,Space,Medium,35.1,20,Trade Show,2,0.5,Adana,Seyhan,Actuators & motion control,Energy storage systems,Monthly,17,Active,14,On-time,Sales Rep,C**** D*******
C0221,Healthcare,Small,7.8,9,Email,8,0.7,Ankara,Cankaya,Electronic components,Life support systems,Quarterly,89,Active,3,On-time,Sales Rep,G**** R*******
C0222,Space,Medium,14.9,23,Email,7,1.0,Istanbul,Beylikduzu,Actuators & motion control,Energy storage systems,Monthly,6,Active,15,On-time,Online,F**** O*******
C0223,Oil & gas,Small,2.6,14,SEM,8,0.9,Eskisehir,Tepebasi,Fuel systems & emissions,Process safety & automation,Yearly,317,Expired,1,On-time,Sales Rep,E**** T*******
C0224,Oil & gas,Medium,19.4,16,SEM,8,0.6,Sakarya,Arifiye,Fuel systems & emissions,Medium-voltage power systems,Quarterly,78,Active,6,Occasional delay,Email,C**** D*******
C0225,Aerospace,Small,9.7,5,Content Marketing,4,0.4,Adana,Seyhan,Engine solutions,Actuators & motion control,Quarterly,60,Active,4,Occasional delay,Email,H**** N*******
C0226,Machine building,Small,1.8,9,Webinar,10,0.4,Ankara,Yenimahalle,Clutches and brakes,Hydraulic motors & generators,Monthly,26,Expired,9,On-time,Sales Rep,C**** D*******
C0227,Healthcare,Small,9.5,25,Content Marketing,11,1.1,Ankara,Mamak,Electronic components,Safety & emergency comms,Yearly,281,Active,1,On-time,Sales Rep,B**** K*******
C0228,Space,Small,8.8,26,Content Marketing,7,1.0,Eskisehir,Odunpazari,Actuators & motion control,Energy storage systems,Monthly,19,Active,13,On-time,Sales Rep,F**** O*******
C0229,Vehicles,Medium,36.3,40,SEM,9,0.2,Istanbul,Umraniye,Engine solutions,Transmissions,Yearly,154,Active,2,On-time,Sales Rep,E**** T*******
C0230,Healthcare,Small,6.4,23,Content Marketing,8,0.5,Eskisehir,Tepebasi,Safety & emergency comms,Life support systems,Quarterly,87,Pending,4,On-time,Online,H**** N*******
C0231,"Mining, metals & minerals",Small,1.2,18,Email,2,0.9,Eskisehir,Tepebasi,Process safety & automation,Valves,Quarterly,81,Pending,4,Occasional delay,Sales Rep,A**** Y*******
C0232,Space,Small,8.5,14,Webinar,9,0.5,Kocaeli,Gebze,Energy storage systems,Medium-voltage power systems,Monthly,21,Active,14,Late,Sales Rep,F**** O*******
C0233,"Mining, metals & minerals",Small,1.3,17,LinkedIn Ads,3,1.0,Zonguldak,Eregli,"Hose, tubing, fittings",Valves,Monthly,19,Pending,10,On-time,Dealer,C**** D*******
C0234,Food & beverage,Small,9.5,6,SEM,3,0.7,Istanbul,Umraniye,Filtration solutions,Valves,Monthly,17,Active,13,On-time,Sales Rep,G**** R*******
C0235,Oil & gas,Small,8.4,6,Trade Show,3,0.3,Adana,Ceyhan,Fuel systems & emissions,Process safety & automation,Quarterly,68,Active,5,Occasional delay,Email,C**** D*******
C0236,Residential,Small,1.8,13,Content Marketing,3,0.9,Kayseri,Kocasinan,Electronic components,Wiring devices & connectivity,Monthly,9,Active,13,Occasional delay,Sales Rep,D**** S*******
C0237,Machine building,Small,8.6,17,Content Marketing,7,0.7,Izmir,Cigli,Clutches and brakes,Actuators & motion control,Monthly,21,Expired,15,On-time,Online,E**** T*******
C0238,Machine building,Small,2.2,15,LinkedIn Ads,4,0.8,Konya,Meram,Hydraulic motors & generators,Clutches and brakes,Monthly,18,Active,8,On-time,Sales Rep,B**** K*******
C0239,Healthcare,Small,5.9,15,Email,11,0.5,Konya,Selcuklu,Life support systems,Safety & emergency comms,Quarterly,93,Active,4,On-time,Online,E**** T*******
C0240,Aerospace,Small,8.8,28,SEM,2,0.7,Izmir,Cigli,Engine solutions,Actuators & motion control,Yearly,336,Expired,2,Occasional delay,Sales Rep,G**** R*******
C0241,Vehicles,Small,9.8,19,Webinar,9,0.7,Kayseri,Melikgazi,Engine solutions,Transmissions,Monthly,21,Active,15,On-time,Sales Rep,D**** S*******
C0242,Vehicles,Small,3.5,13,Trade Show,6,0.5,Izmir,Konak,Transmissions,Vehicle controls & automation,Monthly,18,Active,11,On-time,Online,C**** D*******
C0243,Food & beverage,Medium,23.9,19,Webinar,5,0.2,Ankara,Cankaya,Pumps,Filtration solutions,Monthly,26,Active,12,On-time,Sales Rep,A**** Y*******
C0244,Data centres,Small,8.9,25,LinkedIn Ads,3,1.1,Antalya,Konyaalti,Low-voltage power systems,"Server racks, enclosures",Quarterly,81,Active,4,Late,Sales Rep,A**** Y*******
C0245,"Mining, metals & minerals",Small,2.5,14,SEM,6,0.7,Eskisehir,Odunpazari,"Hose, tubing, fittings",Valves,Quarterly,83,Active,3,On-time,Sales Rep,G**** R*******
C0246,Aerospace,Small,1.9,20,Email,2,1.3,Kayseri,Kocasinan,Engine solutions,Electrical circuit protection,Monthly,19,Pending,11,Occasional delay,Dealer,D**** S*******
C0247,Utilities,Large,154.3,42,Email,7,1.4,Sakarya,Serdivan,Medium-voltage power systems,Low-voltage power systems,Quarterly,87,Active,3,On-time,Email,A**** Y*******
C0248,Residential,Small,3.3,21,LinkedIn Ads,12,1.1,Kayseri,Melikgazi,Wiring devices & connectivity,Electronic components,Occasionally,339,Active,1,On-time,Sales Rep,B**** K*******
C0249,Residential,Small,1.3,21,Webinar,12,1.2,Ankara,Cankaya,Wiring devices & connectivity,Conduit & cable management,Yearly,250,Active,2,On-time,Sales Rep,F**** O*******
C0250,Buildings,Small,8.2,27,Trade Show,5,1.0,Kocaeli,Izmit,Lighting & controls,Conduit & cable management,Yearly,338,Active,2,On-time,Online,D**** S*******
C0251,Data centres,Small,7.8,7,SEM,8,1.2,Zonguldak,Eregli,"Server racks, enclosures",Energy storage systems,Monthly,16,Pending,8,Late,Dealer,E**** T*******
C0252,"Mining, metals & minerals",Medium,41.2,15,Email,4,0.4,Kocaeli,Izmit,Valves,Process safety & automation,Quarterly,72,Pending,5,Occasional delay,Dealer,G**** R*******
C0253,Machine building,Small,9.9,11,Content Marketing,8,0.8,Kocaeli,Izmit,Actuators & motion control,Hydraulic motors & generators,Monthly,24,Active,13,On-time,Dealer,A**** Y*******
C0254,Food & beverage,Small,3.8,8,SEM,5,0.9,Bursa,Osmangazi,Filtration solutions,Valves,Yearly,168,Active,2,Occasional delay,Dealer,A**** Y*******
C0255,Food & beverage,Small,8.2,11,LinkedIn Ads,4,1.5,Sakarya,Arifiye,Filtration solutions,Pumps,Monthly,23,Active,15,On-time,Dealer,F**** O*******
C0256,Space,Medium,11.7,36,Webinar,2,0.6,Eskisehir,Odunpazari,Energy storage systems,Actuators & motion control,Yearly,221,Active,1,Occasional delay,Sales Rep,G**** R*******
C0257,Residential,Medium,40.8,43,Trade Show,9,0.6,Bursa,Nilufer,Electronic components,Conduit & cable management,Quarterly,91,Active,3,On-time,Sales Rep,A**** Y*******
C0258,"Mining, metals & minerals",Small,6.2,14,Email,5,1.1,Izmir,Cigli,Valves,Process safety & automation,Quarterly,62,Active,6,Late,Online,F**** O*******
C0259,Machine building,Small,6.9,16,Email,11,0.6,Istanbul,Sariyer,Actuators & motion control,Hydraulic motors & generators,Monthly,29,Active,14,On-time,Online,A**** Y*******
C0260,Healthcare,Small,1.3,20,Webinar,3,0.9,Konya,Selcuklu,Electronic components,Safety & emergency comms,Quarterly,83,Active,5,On-time,Dealer,H**** N*******
C0261,Buildings,Small,8.9,19,Trade Show,2,0.1,Zonguldak,Kozlu,Conduit & cable management,Lighting & controls,Yearly,307,Active,2,On-time,Online,B**** K*******
C0262,"Mining, metals & minerals",Small,3.9,30,Content Marketing,9,0.9,Adana,Seyhan,Process safety & automation,Valves,Quarterly,77,Expired,5,On-time,Online,B**** K*******
C0263,Machine building,Small,4.1,27,SEM,6,1.5,Antalya,Kepez,Hydraulic motors & generators,Clutches and brakes,Monthly,11,Active,10,Occasional delay,Email,D**** S*******
C0264,Space,Small,2.8,12,LinkedIn Ads,7,0.5,Eskisehir,Tepebasi,Actuators & motion control,Medium-voltage power systems,Quarterly,80,Active,5,Occasional delay,Sales Rep,H**** N*******
C0265,Aerospace,Small,2.7,6,SEM,11,0.0,Zonguldak,Kozlu,Engine solutions,Electrical circuit protection,Monthly,7,Pending,10,On-time,Dealer,D**** S*******
C0266,Data centres,Medium,20.8,29,SEM,9,1.1,Zonguldak,Eregli,"Server racks, enclosures",Low-voltage power systems,Quarterly,68,Active,6,On-time,Email,G**** R*******
C0267,Residential,Medium,31.0,25,Email,10,1.0,Konya,Meram,Conduit & cable management,Electronic components,Monthly,15,Active,13,Late,Sales Rep,E**** T*******
C0268,Vehicles,Small,1.0,22,Email,9,1.1,Bursa,Osmangazi,Transmissions,Vehicle controls & automation,Monthly,29,Active,9,Late,Dealer,H**** N*******
C0269,Healthcare,Small,2.6,25,LinkedIn Ads,3,1.3,Izmir,Konak,Life support systems,Safety & emergency comms,Monthly,30,Expired,13,Occasional delay,Dealer,A**** Y*******
C0270,"Mining, metals & minerals",Small,1.2,10,Content Marketing,2,1.2,Izmir,Karsiyaka,Process safety & automation,"Hose, tubing, fittings",Yearly,275,Expired,1,Occasional delay,Dealer,H**** N*******
C0271,"Mining, metals & minerals",Small,1.5,21,Content Marketing,8,0.6,Zonguldak,Kozlu,Valves,Process safety & automation,Quarterly,91,Expired,4,On-time,Sales Rep,E**** T*******
C0272,"Mining, metals & minerals",Small,3.0,7,LinkedIn Ads,5,0.4,Kayseri,Kocasinan,Valves,Process safety & automation,Monthly,25,Active,12,On-time,Dealer,E**** T*******
C0273,"Mining, metals & minerals",Small,9.2,7,LinkedIn Ads,3,1.1,Kocaeli,Izmit,"Hose, tubing, fittings",Valves,Monthly,18,Expired,9,On-time,Dealer,H**** N*******
C0274,Aerospace,Small,2.1,11,Email,3,0.7,Konya,Meram,Actuators & motion control,Engine solutions,Quarterly,78,Active,5,Occasional delay,Email,A**** Y*******
C0275,Aerospace,Small,2.8,11,Webinar,6,1.5,Kayseri,Melikgazi,Electrical circuit protection,Actuators & motion control,Quarterly,69,Pending,4,On-time,Sales Rep,E**** T*******
C0276,Food & beverage,Small,7.0,25,SEM,10,0.4,Bursa,Osmangazi,Valves,Pumps,Quarterly,79,Active,5,On-time,Email,B**** K*******
C0277,Residential,Medium,12.0,42,SEM,6,1.5,Eskisehir,Odunpazari,Electronic components,Conduit & cable management,Yearly,201,Active,1,On-time,Sales Rep,H**** N*******
C0278,"Mining, metals & minerals",Small,4.4,27,Content Marketing,8,0.8,Istanbul,Atasehir,"Hose, tubing, fittings",Valves,Quarterly,72,Active,4,On-time,Dealer,B**** K*******
C0279,Utilities,Small,7.7,11,Webinar,9,1.0,Sakarya,Arifiye,Medium-voltage power systems,Low-voltage power systems,Yearly,163,Active,1,On-time,Sales Rep,A**** Y*******
C0280,Machine building,Small,3.2,13,Trade Show,8,1.0,Kayseri,Kocasinan,Hydraulic motors & generators,Clutches and brakes,Yearly,302,Active,2,Late,Dealer,A**** Y*******
C0281,Oil & gas,Small,3.2,13,Trade Show,4,0.8,Adana,Ceyhan,Process safety & automation,Medium-voltage power systems,Yearly,221,Expired,1,On-time,Online,A**** Y*******
C0282,Oil & gas,Small,3.3,27,SEM,2,0.9,Kayseri,Kocasinan,Fuel systems & emissions,Process safety & automation,Yearly,321,Active,1,Occasional delay,Dealer,B**** K*******
C0283,Healthcare,Small,6.4,17,Content Marketing,4,1.0,Istanbul,Beylikduzu,Life support systems,Safety & emergency comms,Quarterly,82,Active,4,Occasional delay,Sales Rep,F**** O*******
C0284,Buildings,Small,3.4,11,Trade Show,5,1.1,Istanbul,Atasehir,Wiring devices & connectivity,Lighting & controls,Occasionally,258,Active,1,On-time,Sales Rep,E**** T*******
C0285,Residential,Small,9.8,11,Webinar,5,1.3,Izmir,Bornova,Electronic components,Wiring devices & connectivity,Yearly,271,Active,2,On-time,Sales Rep,B**** K*******
C0286,Buildings,Medium,22.5,23,SEM,10,0.7,Antalya,Muratpasa,Wiring devices & connectivity,Lighting & controls,Quarterly,61,Active,3,On-time,Sales Rep,B**** K*******
C0287,Machine building,Medium,45.0,22,Content Marketing,5,0.8,Kayseri,Kocasinan,Hydraulic motors & generators,Actuators & motion control,Quarterly,95,Expired,6,On-time,Sales Rep,B**** K*******
C0288,Oil & gas,Medium,23.6,35,LinkedIn Ads,8,0.8,Kocaeli,Korfez,Fuel systems & emissions,Medium-voltage power systems,Monthly,6,Active,9,Occasional delay,Sales Rep,G**** R*******
C0289,Space,Small,9.9,26,Webinar,10,1.0,Bursa,Yildirim,Energy storage systems,Medium-voltage power systems,Monthly,5,Active,13,On-time,Sales Rep,C**** D*******
C0290,Residential,Small,4.8,14,Trade Show,4,0.6,Konya,Meram,Conduit & cable management,Electronic components,Monthly,20,Active,9,On-time,Sales Rep,A**** Y*******
C0291,Oil & gas,Small,6.7,8,Trade Show,2,0.9,Antalya,Muratpasa,Fuel systems & emissions,Medium-voltage power systems,Occasionally,398,Pending,0,On-time,Online,H**** N*******
C0292,Vehicles,Medium,47.4,40,Content Marketing,6,1.3,Zonguldak,Eregli,Transmissions,Engine solutions,Monthly,18,Active,12,On-time,Sales Rep,C**** D*******
C0293,Buildings,Small,5.5,25,Webinar,6,1.3,Kocaeli,Gebze,Lighting & controls,Wiring devices & connectivity,Monthly,27,Active,9,On-time,Email,A**** Y*******
C0294,"Mining, metals & minerals",Small,9.5,9,Webinar,8,0.6,Eskisehir,Tepebasi,"Hose, tubing, fittings",Process safety & automation,Quarterly,82,Active,3,Late,Email,C**** D*******
C0295,Buildings,Medium,42.8,35,LinkedIn Ads,8,1.0,Antalya,Kepez,Conduit & cable management,Wiring devices & connectivity,Monthly,5,Expired,9,On-time,Dealer,D**** S*******
C0296,Utilities,Medium,17.7,29,LinkedIn Ads,8,1.1,Konya,Selcuklu,Medium-voltage power systems,Utility & grid solutions,Quarterly,85,Pending,3,Occasional delay,Sales Rep,E**** T*******
C0297,Oil & gas,Small,3.7,7,Email,9,1.0,Antalya,Kepez,Medium-voltage power systems,Fuel systems & emissions,Occasionally,347,Pending,1,On-time,Online,H**** N*******
C0298,Aerospace,Small,2.5,28,Email,5,0.7,Ankara,Yenimahalle,Engine solutions,Actuators & motion control,Quarterly,68,Active,3,On-time,Sales Rep,C**** D*******
C0299,Space,Small,4.1,29,LinkedIn Ads,2,0.9,Istanbul,Beylikduzu,Energy storage systems,Actuators & motion control,Yearly,212,Active,1,Occasional delay,Sales Rep,D**** S*******
C0300,"Mining, metals & minerals",Small,5.9,6,Email,11,1.1,Kocaeli,Izmit,"Hose, tubing, fittings",Process safety & automation,Quarterly,87,Active,4,On-time,Online,C**** D*******
C0301,"Mining, metals & minerals",Small,1.2,15,LinkedIn Ads,12,1.2,Istanbul,Beylikduzu,"Hose, tubing, fittings",Process safety & automation,Occasionally,448,Active,1,On-time,Sales Rep,D**** S*******
C0302,Residential,Small,4.0,15,Content Marketing,12,1.0,Izmir,Konak,Conduit & cable management,Wiring devices & connectivity,Quarterly,61,Expired,6,On-time,Sales Rep,E**** T*******
C0303,Food & beverage,Small,4.0,25,SEM,7,1.0,Antalya,Konyaalti,Pumps,Valves,Yearly,160,Active,1,On-time,Online,E**** T*******
C0304,Data centres,Small,2.9,6,LinkedIn Ads,9,0.7,Izmir,Konak,"Server racks, enclosures",Low-voltage power systems,Occasionally,193,Expired,1,On-time,Sales Rep,A**** Y*******
C0305,Aerospace,Small,3.7,18,Trade Show,3,1.3,Bursa,Nilufer,Electrical circuit protection,Engine solutions,Quarterly,61,Pending,6,On-time,Sales Rep,C**** D*******
C0306,Residential,Small,5.4,18,LinkedIn Ads,6,0.3,Bursa,Osmangazi,Wiring devices & connectivity,Conduit & cable management,Monthly,18,Active,15,On-time,Dealer,B**** K*******
C0307,Food & beverage,Medium,30.1,37,Content Marketing,7,1.0,Eskisehir,Odunpazari,Valves,Pumps,Quarterly,83,Active,5,Late,Dealer,E**** T*******
